"BehaviorSpace results (NetLogo 6.2.0)"
"ABM hospital v3 scenario.nlogo"
"Intensiven"
"05/13/2021 15:37:46:458 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","Antall_ledelsesorganer_PPE","antall_i_ren_intensiv_sone","Antall_omdisponerte_ved_pandemi_start","Trigger_omdisponering_sykepleiere_per_pasient","Antall_motstridende_beskjeder_PPE","Trigger_normalisering_sykepleiere_per_pasient","antall_motstridende_beskjeder","fast_ansatt_intensiv","antall_ledelsesorganer","dager_før_start","dager_opplæring_omdisponerte_etter_start","[step]","beredskaps_vellykkethet","beredskapshåndtering","beredskapshåndtering_døds_relatert","beredskapshåndtering_kompetanse_relatert","beredskapshåndtering_stress_relatert","beredskapshåndtering_kommunikasjon","døde","gjennomsnitt_stress","kummulativt_antall_intensiv","friskmeldte_pasienter","antall_kompetanse_over_3","antall_kompetanse_under_3_til_2","antall_kompetanse_under_2_til_1"
"75","2","7","15","1","2","5","0","22","1","30","30","60","8","711","250","250","1","210","18","50.542857142857144","588","2781","15","29","16"
"76","2","7","15","1","2","5","0","22","1","30","30","60","8","718","250","250","8","210","24","50.65384615384615","566","2763","13","22","23"
"77","2","7","15","1","2","5","0","22","1","30","30","60","8","708","248","250","0","210","25","50.55238095238095","554","2795","13","28","18"
"78","2","7","15","1","2","5","0","22","1","30","30","60","8","727","250","250","17","210","19","50.63725490196079","571","2768","13","26","20"
"79","2","7","15","1","2","5","0","22","1","30","30","60","8","743","250","250","33","210","23","50.43434343434343","547","2770","18","26","13"
"80","2","7","15","1","2","5","0","22","1","30","30","60","8","738","250","250","28","210","19","50.51428571428571","555","2791","13","29","14"
"82","2","7","15","1","2","5","0","22","1","30","30","60","8","744","244","250","40","210","27","50.398058252427184","584","2759","15","27","18"
"81","2","7","15","1","2","5","0","22","1","30","30","60","8","726","248","250","18","210","25","50.626168224299064","591","2746","13","24","22"
"84","2","7","15","1","2","5","0","22","1","30","30","60","8","735","248","250","27","210","25","50.62","582","2767","14","24","16"
"83","2","7","15","1","2","5","0","22","1","30","30","60","8","754","250","250","44","210","12","50.38317757009346","574","2770","13","32","17"
"85","2","7","15","1","2","5","0","22","1","30","30","60","8","710","246","250","4","210","26","50.58585858585859","577","2773","12","26","16"
