"BehaviorSpace results (NetLogo 6.2.0)"
"ABM hospital v3 scenario.nlogo"
"Beredskapsledelsen"
"05/09/2021 20:05:02:815 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","Antall_ledelsesorganer_PPE","antall_i_ren_intensiv_sone","Antall_omdisponerte_ved_pandemi_start","Trigger_omdisponering_sykepleiere_per_pasient","Antall_motstridende_beskjeder_PPE","Trigger_normalisering_sykepleiere_per_pasient","antall_motstridende_beskjeder","fast_ansatt_intensiv","antall_ledelsesorganer","dager_før_start","dager_opplæring_omdisponerte_etter_start","[step]","beredskaps_vellykkethet","beredskapshåndtering","beredskapshåndtering_døds_relatert","beredskapshåndtering_kompetanse_relatert","beredskapshåndtering_stress_relatert","beredskapshåndtering_kommunikasjon","døde","gjennomsnitt_stress","kummulativt_antall_intensiv","friskmeldte_pasienter","antall_kompetanse_over_3","antall_kompetanse_under_3_til_2","antall_kompetanse_under_2_til_1"
"43","3","7","15","4","1","7","2","22","3","26","10","60","6","527","116","250","1","160","96","51.03389830508475","888","2595","12","27","6"
"46","3","7","15","4","1","7","2","22","3","26","10","60","7","625","200","250","15","160","54","51.067796610169495","936","2650","18","25","2"
"48","3","7","15","4","1","7","2","22","3","26","10","60","7","659","222","250","27","160","43","51.101694915254235","871","2716","13","25","7"
"47","3","7","15","4","1","7","2","22","3","26","10","60","7","666","238","250","18","160","35","50.932203389830505","901","2707","13","25","7"
"51","3","7","15","4","1","7","2","22","3","26","10","60","7","672","250","250","12","160","15","50.983050847457626","892","2772","14","26","5"
"50","3","7","15","4","1","7","2","22","3","26","10","60","7","680","246","250","24","160","31","51.016949152542374","938","2715","15","26","4"
"49","3","7","15","4","1","7","2","22","3","26","10","60","5","412","0","250","2","160","130","51.05084745762712","854","2545","14","26","5"
"54","3","7","15","4","1","7","2","22","3","26","10","60","5","479","64","250","5","160","122","51.33898305084746","899","2516","10","31","4"
"52","3","7","15","4","1","7","2","22","3","26","10","60","5","491","80","250","1","160","114","50.983050847457626","863","2567","12","26","7"
"53","3","7","15","4","1","7","2","22","3","26","10","60","6","545","112","250","23","160","98","51.05084745762712","873","2576","16","22","7"
"55","3","7","15","4","1","7","2","22","3","26","10","60","7","662","250","250","2","160","16","51.05084745762712","847","2783","14","25","6"
"56","3","7","15","4","1","7","2","22","3","26","10","60","6","506","96","250","0","160","106","51.13559322033898","935","2503","15","26","4"
"57","3","7","15","4","1","7","2","22","3","26","10","60","5","492","60","250","22","160","124","50.88135593220339","897","2551","10","31","4"
"58","3","7","15","4","1","7","2","22","3","26","10","60","6","515","96","250","9","160","106","50.96610169491525","904","2557","14","29","2"
"59","3","7","15","4","1","7","2","22","3","26","10","60","7","685","250","250","25","160","13","51.16949152542373","937","2754","11","32","2"
"60","3","7","15","4","1","7","2","22","3","26","10","60","5","438","0","250","28","160","131","51.05084745762712","913","2536","13","30","2"
"61","3","7","15","4","1","7","2","22","3","26","10","60","7","653","234","250","9","160","37","51.16949152542373","866","2702","13","26","6"
"62","3","7","15","4","1","7","2","22","3","26","10","60","6","534","110","250","14","160","99","51.23728813559322","960","2563","12","29","4"
"64","3","7","15","4","1","7","2","22","3","26","10","60","7","639","226","250","3","160","41","51.03389830508475","900","2713","14","28","3"
"63","3","7","15","4","1","7","2","22","3","26","10","60","7","633","212","248","13","160","48","51.101694915254235","955","2659","10","26","9"
"65","3","7","15","4","1","7","2","22","3","26","10","60","5","431","0","250","21","160","131","51.25423728813559","861","2536","11","31","3"
"68","3","7","15","4","1","7","2","22","3","26","10","60","7","621","208","250","3","160","50","50.983050847457626","886","2662","16","23","6"
"66","3","7","15","4","1","7","2","22","3","26","10","60","6","518","92","250","16","160","108","51.30508474576271","887","2526","10","32","3"
"67","3","7","15","4","1","7","2","22","3","26","10","60","6","511","98","250","3","160","105","51.067796610169495","917","2560","12","29","4"
"69","3","7","15","4","1","7","2","22","3","26","10","60","5","497","62","250","25","160","123","51.271186440677965","903","2518","11","30","4"
"71","3","7","15","4","1","7","2","22","3","26","10","60","7","629","188","250","31","160","60","51.05084745762712","928","2670","9","32","4"
"72","3","7","15","4","1","7","2","22","3","26","10","60","6","524","88","250","26","160","110","51.32203389830509","885","2535","12","29","4"
"70","3","7","15","4","1","7","2","22","3","26","10","60","6","503","64","250","29","160","122","50.983050847457626","896","2560","12","27","6"
"73","3","7","15","4","1","7","2","22","3","26","10","60","7","676","250","250","16","160","18","50.79661016949152","953","2779","9","35","1"
"74","3","7","15","4","1","7","2","22","3","26","10","60","7","644","230","250","4","160","39","50.847457627118644","869","2733","12","28","5"
"75","3","7","15","4","1","7","2","22","3","26","10","60","7","627","206","250","11","160","51","51.16949152542373","889","2728","15","26","4"
"77","3","7","15","4","1","7","2","22","3","26","10","60","6","542","106","250","26","160","101","51.40677966101695","877","2583","13","23","9"
"76","3","7","15","4","1","7","2","22","3","26","10","60","5","436","0","250","26","160","141","51.152542372881356","889","2525","12","28","5"
"78","3","7","15","4","1","7","2","22","3","26","10","60","6","507","68","250","29","160","120","51.23728813559322","874","2530","14","26","5"
"80","3","7","15","4","1","7","2","22","3","26","10","60","7","638","208","250","20","160","50","50.728813559322035","927","2692","14","23","8"
"79","3","7","15","4","1","7","2","22","3","26","10","60","5","436","0","250","26","160","140","51.05084745762712","889","2508","10","29","6"
"82","3","7","15","4","1","7","2","22","3","26","10","60","6","501","74","250","17","160","117","51.25423728813559","856","2557","8","33","4"
"81","3","7","15","4","1","7","2","22","3","26","10","60","5","471","56","250","5","160","126","51.152542372881356","865","2522","13","30","2"
"83","3","7","15","4","1","7","2","22","3","26","10","60","5","487","68","250","9","160","120","50.983050847457626","870","2550","11","26","8"
"86","3","7","15","4","1","7","2","22","3","26","10","60","6","560","130","250","20","160","89","50.96610169491525","928","2560","9","30","6"
"84","3","7","15","4","1","7","2","22","3","26","10","60","6","551","132","250","9","160","88","51.220338983050844","872","2607","13","30","2"
"85","3","7","15","4","1","7","2","22","3","26","10","60","5","499","58","250","31","160","125","51.54237288135593","893","2540","11","28","6"
"87","3","7","15","4","1","7","2","22","3","26","10","60","6","568","134","250","24","160","87","51.08474576271186","891","2656","16","25","4"
"88","3","7","15","4","1","7","2","22","3","26","10","60","7","655","234","250","11","160","37","51.101694915254235","927","2687","9","30","6"
"89","3","7","15","4","1","7","2","22","3","26","10","60","6","596","184","250","2","160","62","51.45762711864407","915","2643","16","24","5"
"90","3","7","15","4","1","7","2","22","3","26","10","60","5","491","56","250","25","160","126","51.101694915254235","888","2511","10","32","3"
"91","3","7","15","4","1","7","2","22","3","26","10","60","6","524","104","250","10","160","102","51.271186440677965","899","2565","14","26","5"
"92","3","7","15","4","1","7","2","22","3","26","10","60","7","651","236","250","5","160","36","51.101694915254235","894","2680","13","27","5"
"93","3","7","15","4","1","7","2","22","3","26","10","60","7","668","246","250","12","160","31","51.03389830508475","861","2721","8","35","2"
"94","3","7","15","4","1","7","2","22","3","26","10","60","7","673","250","250","13","160","18","50.983050847457626","907","2777","16","23","6"
"96","3","7","15","4","1","7","2","22","3","26","10","60","7","672","250","250","12","160","12","51.40677966101695","900","2764","18","21","6"
"95","3","7","15","4","1","7","2","22","3","26","10","60","7","634","206","250","18","160","51","50.932203389830505","921","2682","14","27","4"
"97","3","7","15","4","1","7","2","22","3","26","10","60","5","410","0","250","0","160","141","51.101694915254235","865","2533","11","28","6"
"98","3","7","15","4","1","7","2","22","3","26","10","60","6","547","134","250","3","160","87","51.067796610169495","845","2626","14","26","5"
"99","3","7","15","4","1","7","2","22","3","26","10","60","7","632","212","250","10","160","48","51.23728813559322","903","2701","18","22","5"
"100","3","7","15","4","1","7","2","22","3","26","10","60","7","660","250","250","0","160","14","50.898305084745765","886","2798","15","26","4"
