3
4
5
6
7
8
9
11
13
15
18
22
26
31
36
43
51
60
72
85
101
99
98
97
95
94
92
91
90
89
87
86
85
84
82
81
80
79
78
77
76
74
73
72
71
70
69
68
67
66
65
65
64
63
62
61
60
59
58
57
57
56
55
54
54
53
52
51
51
50
49
48
48
47
46
46
45
44
44
43
42
42
41
41
40
40
39
38
38
37
37
36
36
35
35
34
34
33
33
32
32
31
31
31
30
30
29
29
28
28
28
