"BehaviorSpace results (NetLogo 6.2.0)"
"ABM hospital v3 scenario.nlogo"
"Driftsutvalget"
"05/09/2021 20:06:33:861 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","Antall_ledelsesorganer_PPE","antall_i_ren_intensiv_sone","Antall_omdisponerte_ved_pandemi_start","Trigger_omdisponering_sykepleiere_per_pasient","Antall_motstridende_beskjeder_PPE","Trigger_normalisering_sykepleiere_per_pasient","antall_motstridende_beskjeder","fast_ansatt_intensiv","antall_ledelsesorganer","dager_før_start","dager_opplæring_omdisponerte_etter_start","[step]","beredskaps_vellykkethet","beredskapshåndtering","beredskapshåndtering_døds_relatert","beredskapshåndtering_kompetanse_relatert","beredskapshåndtering_stress_relatert","beredskapshåndtering_kommunikasjon","døde","gjennomsnitt_stress","kummulativt_antall_intensiv","friskmeldte_pasienter","antall_kompetanse_over_3","antall_kompetanse_under_3_til_2","antall_kompetanse_under_2_til_1"
"44","4","7","0","3","2","3.5","1","22","3","0","2","60","3","253","0","96","17","140","129","51.38636363636363","945","2811","3","2","28"
"47","4","7","0","3","2","3.5","1","22","3","0","2","60","4","398","142","102","14","140","86","51.18181818181818","1008","2921","3","4","26"
"43","4","7","0","3","2","3.5","1","22","3","0","2","60","5","421","172","108","1","140","71","51","971","2944","3","6","24"
"46","4","7","0","3","2","3.5","1","22","3","0","2","60","3","245","0","96","9","140","164","50.79545454545455","933","2795","3","2","28"
"48","4","7","0","3","2","3.5","1","22","3","0","2","60","6","502","250","99","13","140","29","51.20454545454545","999","3050","3","3","27"
"50","4","7","0","3","2","3.5","1","22","3","0","2","60","4","376","126","102","8","140","94","51.11363636363637","1010","2914","3","4","26"
"53","4","7","0","3","2","3.5","1","22","3","0","2","60","3","249","0","99","10","140","176","51","988","2761","3","3","27"
"52","4","7","0","3","2","3.5","1","22","3","0","2","60","3","254","0","93","21","140","130","51.18181818181818","959","2859","3","1","29"
"51","4","7","0","3","2","3.5","1","22","3","0","2","60","3","253","0","96","17","140","180","51.38636363636363","937","2768","3","2","28"
"49","4","7","0","3","2","3.5","1","22","3","0","2","60","3","266","0","102","24","140","200","51.11363636363637","986","2745","3","4","26"
"54","4","7","0","3","2","3.5","1","22","3","0","2","60","5","414","162","102","10","140","76","51.47727272727273","1009","2945","3","4","26"
"55","4","7","0","3","2","3.5","1","22","3","0","2","60","5","433","156","114","23","140","79","51.36363636363637","943","2957","3","8","22"
"56","4","7","0","3","2","3.5","1","22","3","0","2","60","4","399","158","99","2","140","78","51.06818181818182","1002","2920","3","3","27"
"57","4","7","0","3","2","3.5","1","22","3","0","2","60","5","401","144","102","15","140","85","51.02272727272727","984","2954","3","4","26"
"58","4","7","0","3","2","3.5","1","22","3","0","2","60","3","239","0","99","0","140","197","50.90909090909091","998","2735","3","3","27"
"60","4","7","0","3","2","3.5","1","22","3","0","2","60","3","252","0","111","1","140","173","51.22727272727273","933","2768","3","7","23"
"59","4","7","0","3","2","3.5","1","22","3","0","2","60","3","249","0","102","7","140","166","50.68181818181818","990","2779","3","4","26"
"61","4","7","0","3","2","3.5","1","22","3","0","2","60","3","248","0","108","0","140","161","51.27272727272727","976","2778","3","6","24"
"63","4","7","0","3","2","3.5","1","22","3","0","2","60","4","399","152","102","5","140","81","51.27272727272727","987","2955","3","4","26"
"62","4","7","0","3","2","3.5","1","22","3","0","2","60","4","376","134","102","0","140","90","51.18181818181818","970","2948","3","4","26"
"64","4","7","0","3","2","3.5","1","22","3","0","2","60","3","266","0","105","21","140","153","51.43181818181818","946","2770","3","5","25"
"65","4","7","0","3","2","3.5","1","22","3","0","2","60","4","395","154","96","5","140","80","50.88636363636363","909","2948","3","2","28"
"66","4","7","0","3","2","3.5","1","22","3","0","2","60","4","397","160","96","1","140","77","51","1012","2933","3","2","28"
"67","4","7","0","3","2","3.5","1","22","3","0","2","60","3","257","0","102","15","140","137","51.36363636363637","967","2853","3","4","26"
"68","4","7","0","3","2","3.5","1","22","3","0","2","60","3","236","0","93","3","140","137","51.63636363636363","946","2832","3","1","29"
"69","4","7","0","3","2","3.5","1","22","3","0","2","60","3","244","0","96","8","140","155","51.20454545454545","955","2807","3","2","28"
"71","4","7","0","3","2","3.5","1","22","3","0","2","60","5","419","162","99","18","140","76","51.22727272727273","935","2977","3","3","27"
"70","4","7","0","3","2","3.5","1","22","3","0","2","60","5","409","170","90","9","140","72","50.97727272727273","1002","2961","3","0","30"
"72","4","7","0","3","2","3.5","1","22","3","0","2","60","4","374","132","102","0","140","91","51.36363636363637","948","2948","3","4","26"
"73","4","7","0","3","2","3.5","1","22","3","0","2","60","3","260","0","102","18","140","179","51.22727272727273","974","2763","3","4","26"
"74","4","7","0","3","2","3.5","1","22","3","0","2","60","3","237","0","96","1","140","170","51.27272727272727","939","2776","3","2","28"
"76","4","7","0","3","2","3.5","1","22","3","0","2","60","4","380","132","105","3","140","91","51.02272727272727","1003","2924","3","5","25"
"75","4","7","0","3","2","3.5","1","22","3","0","2","60","3","239","0","99","0","140","125","51.13636363636363","927","2862","3","3","27"
"79","4","7","0","3","2","3.5","1","22","3","0","2","60","4","400","144","102","14","140","85","51.02272727272727","988","2940","3","4","26"
"78","4","7","0","3","2","3.5","1","22","3","0","2","60","3","250","0","108","2","140","159","51.20454545454545","944","2783","3","6","24"
"77","4","7","0","3","2","3.5","1","22","3","0","2","60","4","382","136","102","4","140","89","51.34090909090909","932","2938","3","4","26"
"80","4","7","0","3","2","3.5","1","22","3","0","2","60","4","385","138","93","14","140","88","51.13636363636363","997","2930","3","1","29"
"81","4","7","0","3","2","3.5","1","22","3","0","2","60","3","242","0","102","0","140","189","51.06818181818182","1020","2692","3","4","26"
"82","4","7","0","3","2","3.5","1","22","3","0","2","60","4","376","136","96","4","140","89","50.97727272727273","998","2936","3","2","28"
"84","4","7","0","3","2","3.5","1","22","3","0","2","60","4","327","90","96","1","140","112","51.02272727272727","967","2845","3","2","28"
"83","4","7","0","3","2","3.5","1","22","3","0","2","60","3","245","0","96","9","140","167","50.93181818181818","997","2769","3","2","28"
"86","4","7","0","3","2","3.5","1","22","3","0","2","60","4","342","102","96","4","140","106","51","962","2918","3","2","28"
"87","4","7","0","3","2","3.5","1","22","3","0","2","60","3","258","0","108","10","140","152","50.93181818181818","954","2800","3","6","24"
"85","4","7","0","3","2","3.5","1","22","3","0","2","60","3","240","0","96","4","140","171","51.04545454545455","965","2796","3","2","28"
"88","4","7","0","3","2","3.5","1","22","3","0","2","60","4","394","146","99","9","140","84","51.06818181818182","967","2935","3","3","27"
"89","4","7","0","3","2","3.5","1","22","3","0","2","60","5","495","248","99","8","140","33","50.90909090909091","986","3060","3","3","27"
"90","4","7","0","3","2","3.5","1","22","3","0","2","60","5","427","186","99","2","140","64","50.97727272727273","949","2977","3","3","27"
"91","4","7","0","3","2","3.5","1","22","3","0","2","60","4","337","100","93","4","140","107","50.75","950","2920","3","1","29"
"93","4","7","0","3","2","3.5","1","22","3","0","2","60","5","496","250","105","1","140","29","51.29545454545455","1017","3056","3","5","25"
"92","4","7","0","3","2","3.5","1","22","3","0","2","60","3","239","0","99","0","140","181","51.36363636363637","965","2757","3","3","27"
"94","4","7","0","3","2","3.5","1","22","3","0","2","60","3","241","0","93","8","140","134","50.86363636363637","924","2821","3","1","29"
"95","4","7","0","3","2","3.5","1","22","3","0","2","60","3","250","0","105","5","140","187","51.25","942","2755","3","5","25"
"97","4","7","0","3","2","3.5","1","22","3","0","2","60","6","506","250","102","14","140","24","51.20454545454545","984","3059","3","4","26"
"96","4","7","0","3","2","3.5","1","22","3","0","2","60","3","254","0","108","6","140","143","50.97727272727273","962","2834","3","6","24"
"98","4","7","0","3","2","3.5","1","22","3","0","2","60","5","488","250","93","5","140","32","51.06818181818182","984","3060","3","1","29"
"99","4","7","0","3","2","3.5","1","22","3","0","2","60","5","493","250","93","10","140","23","50.93181818181818","988","3026","3","1","29"
"100","4","7","0","3","2","3.5","1","22","3","0","2","60","3","258","0","108","10","140","170","51.25","957","2760","3","6","24"
