"BehaviorSpace results (NetLogo 6.2.0)"
"ABM hospital v3 scenario.nlogo"
"Intensiven"
"05/09/2021 20:07:18:556 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","Antall_ledelsesorganer_PPE","antall_i_ren_intensiv_sone","Antall_omdisponerte_ved_pandemi_start","Trigger_omdisponering_sykepleiere_per_pasient","Antall_motstridende_beskjeder_PPE","Trigger_normalisering_sykepleiere_per_pasient","antall_motstridende_beskjeder","fast_ansatt_intensiv","antall_ledelsesorganer","dager_før_start","dager_opplæring_omdisponerte_etter_start","[step]","beredskaps_vellykkethet","beredskapshåndtering","beredskapshåndtering_døds_relatert","beredskapshåndtering_kompetanse_relatert","beredskapshåndtering_stress_relatert","beredskapshåndtering_kommunikasjon","døde","gjennomsnitt_stress","kummulativt_antall_intensiv","friskmeldte_pasienter","antall_kompetanse_over_3","antall_kompetanse_under_3_til_2","antall_kompetanse_under_2_til_1"
"75","2","7","15","1","2","5","0","22","1","30","30","60","5","483","0","250","23","210","198","50.94949494949495","953","2755","16","49","10"
"78","2","7","15","1","2","5","0","22","1","30","30","60","6","577","82","250","35","210","116","51.01010101010101","955","2893","15","53","7"
"77","2","7","15","1","2","5","0","22","1","30","30","60","5","471","0","250","11","210","138","51.07070707070707","988","2823","17","48","10"
"79","2","7","15","1","2","5","0","22","1","30","30","60","5","486","0","250","26","210","154","51.05050505050505","967","2783","13","52","10"
"80","2","7","15","1","2","5","0","22","1","30","30","60","7","628","142","250","26","210","86","51.21212121212121","965","2914","11","56","8"
"81","2","7","15","1","2","5","0","22","1","30","30","60","6","572","72","250","40","210","121","51.25252525252525","984","2862","9","55","11"
"82","2","7","15","1","2","5","0","22","1","30","30","60","6","522","0","250","62","210","168","51.505050505050505","921","2760","8","52","15"
"84","2","7","15","1","2","5","0","22","1","30","30","60","7","657","194","250","3","210","60","51.16161616161616","921","3004","14","45","16"
"83","2","7","15","1","2","5","0","22","1","30","30","60","6","563","76","250","27","210","119","51.23232323232323","935","2888","8","56","11"
"86","2","7","15","1","2","5","0","22","1","30","30","60","8","703","210","250","33","210","52","50.98989898989899","988","2997","12","52","11"
"85","2","7","15","1","2","5","0","22","1","30","30","60","6","504","0","250","44","210","208","51.101010101010104","1010","2723","13","51","11"
"87","2","7","15","1","2","5","0","22","1","30","30","60","6","508","0","250","48","210","136","51.35353535353536","1068","2804","12","54","9"
"88","2","7","15","1","2","5","0","22","1","30","30","60","5","482","0","250","22","210","189","51.35353535353536","959","2737","17","43","15"
"89","2","7","15","1","2","5","0","22","1","30","30","60","5","474","0","250","14","210","132","51.121212121212125","942","2845","14","50","11"
"91","2","7","15","1","2","5","0","22","1","30","30","60","6","583","104","250","19","210","105","51.35353535353536","925","2902","14","51","10"
"90","2","7","15","1","2","5","0","22","1","30","30","60","6","504","0","250","44","210","137","51.18181818181818","938","2816","12","51","12"
"92","2","7","15","1","2","5","0","22","1","30","30","60","8","709","228","250","21","210","43","51.19191919191919","1008","3023","15","46","14"
"93","2","7","15","1","2","5","0","22","1","30","30","60","7","664","204","250","0","210","55","51.01010101010101","956","3017","16","47","12"
"94","2","7","15","1","2","5","0","22","1","30","30","60","8","726","250","250","16","210","27","51.09090909090909","1015","3042","13","46","16"
"95","2","7","15","1","2","5","0","22","1","30","30","60","5","465","0","250","5","210","176","51.18181818181818","982","2744","14","52","9"
"97","2","7","15","1","2","5","0","22","1","30","30","60","6","514","0","250","54","210","130","51.18181818181818","1015","2832","12","51","12"
"96","2","7","15","1","2","5","0","22","1","30","30","60","5","468","0","250","8","210","172","51.14141414141414","987","2738","12","56","7"
"98","2","7","15","1","2","5","0","22","1","30","30","60","6","576","116","250","0","210","99","51.15151515151515","961","2907","13","56","6"
"100","2","7","15","1","2","5","0","22","1","30","30","60","8","708","232","250","16","210","41","51.25252525252525","986","3035","12","53","10"
"99","2","7","15","1","2","5","0","22","1","30","30","60","5","500","0","250","40","210","171","51.07070707070707","945","2767","15","52","8"
