"BehaviorSpace results (NetLogo 6.2.0)"
"ABM hospital v3 scenario.nlogo"
"Beredskapsledelsen"
"05/09/2021 20:06:55:487 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-10","10","-10","10"
"[run number]","Antall_ledelsesorganer_PPE","antall_i_ren_intensiv_sone","Antall_omdisponerte_ved_pandemi_start","Trigger_omdisponering_sykepleiere_per_pasient","Antall_motstridende_beskjeder_PPE","Trigger_normalisering_sykepleiere_per_pasient","antall_motstridende_beskjeder","fast_ansatt_intensiv","antall_ledelsesorganer","dager_før_start","dager_opplæring_omdisponerte_etter_start","[step]","beredskaps_vellykkethet","beredskapshåndtering","beredskapshåndtering_døds_relatert","beredskapshåndtering_kompetanse_relatert","beredskapshåndtering_stress_relatert","beredskapshåndtering_kommunikasjon","døde","gjennomsnitt_stress","kummulativt_antall_intensiv","friskmeldte_pasienter","antall_kompetanse_over_3","antall_kompetanse_under_3_til_2","antall_kompetanse_under_2_til_1"
"47","3","7","15","4","1","7","2","22","3","26","10","60","7","661","250","239","12","160","20","51.152542372881356","966","3067","7","31","7"
"45","3","7","15","4","1","7","2","22","3","26","10","60","5","407","0","243","4","160","136","51.03389830508475","1024","2808","6","35","4"
"44","3","7","15","4","1","7","2","22","3","26","10","60","5","413","0","250","3","160","144","51.25423728813559","969","2794","11","26","8"
"48","3","7","15","4","1","7","2","22","3","26","10","60","6","599","186","235","18","160","64","51","982","2968","8","27","10"
"49","3","7","15","4","1","7","2","22","3","26","10","60","7","660","250","235","15","160","20","51.28813559322034","965","3068","8","27","10"
"50","3","7","15","4","1","7","2","22","3","26","10","60","5","411","0","250","1","160","135","51.152542372881356","978","2850","8","32","5"
"52","3","7","15","4","1","7","2","22","3","26","10","60","6","575","170","243","2","160","72","51.20338983050848","994","2938","9","27","9"
"53","3","7","15","4","1","7","2","22","3","26","10","60","6","599","182","243","14","160","66","50.88135593220339","981","2990","9","27","9"
"51","3","7","15","4","1","7","2","22","3","26","10","60","5","404","0","244","0","160","142","51.25423728813559","956","2851","8","30","7"
"56","3","7","15","4","1","7","2","22","3","26","10","60","7","631","194","250","27","160","60","51.6271186440678","963","2988","11","30","4"
"55","3","7","15","4","1","7","2","22","3","26","10","60","5","431","0","249","22","160","143","51.05084745762712","898","2836","9","29","7"
"54","3","7","15","4","1","7","2","22","3","26","10","60","5","434","0","250","24","160","131","51.33898305084746","964","2873","10","29","6"
"57","3","7","15","4","1","7","2","22","3","26","10","60","4","390","0","230","0","160","159","51.23728813559322","964","2817","7","28","10"
"59","3","7","15","4","1","7","2","22","3","26","10","60","5","402","0","236","6","160","139","50.983050847457626","966","2819","7","30","8"
"58","3","7","15","4","1","7","2","22","3","26","10","60","5","436","0","248","28","160","151","51.13559322033898","1013","2789","7","34","4"
"63","3","7","15","4","1","7","2","22","3","26","10","60","7","665","250","242","13","160","17","51.25423728813559","1021","3036","7","32","6"
"62","3","7","15","4","1","7","2","22","3","26","10","60","5","406","0","246","0","160","137","50.83050847457627","954","2842","9","28","8"
"60","3","7","15","4","1","7","2","22","3","26","10","60","4","388","0","225","3","160","150","51.33898305084746","976","2807","6","29","10"
"61","3","7","15","4","1","7","2","22","3","26","10","60","5","424","0","250","14","160","147","51.16949152542373","992","2821","8","32","5"
"64","3","7","15","4","1","7","2","22","3","26","10","60","7","601","198","238","5","160","58","51.30508474576271","1019","2952","8","28","9"
"65","3","7","15","4","1","7","2","22","3","26","10","60","7","628","202","250","16","160","56","50.94915254237288","1032","2974","10","27","8"
"66","3","7","15","4","1","7","2","22","3","26","10","60","7","677","250","237","30","160","20","51.49152542372882","996","3078","6","33","6"
"67","3","7","15","4","1","7","2","22","3","26","10","60","7","665","250","250","5","160","20","51.47457627118644","968","3076","10","28","7"
"68","3","7","15","4","1","7","2","22","3","26","10","60","5","407","0","243","4","160","147","51.13559322033898","965","2800","9","27","9"
"71","3","7","15","4","1","7","2","22","3","26","10","60","6","511","96","246","9","160","109","51.152542372881356","977","2872","6","36","3"
"70","3","7","15","4","1","7","2","22","3","26","10","60","6","502","88","250","4","160","113","51.45762711864407","907","2905","9","33","3"
"69","3","7","15","4","1","7","2","22","3","26","10","60","5","419","0","250","9","160","130","51.33898305084746","951","2853","9","30","6"
"72","3","7","15","4","1","7","2","22","3","26","10","60","6","549","146","238","5","160","84","51.59322033898305","985","2948","8","28","9"
"73","3","7","15","4","1","7","2","22","3","26","10","60","6","515","94","250","11","160","110","51.3728813559322","977","2861","10","28","7"
"74","3","7","15","4","1","7","2","22","3","26","10","60","7","638","210","248","20","160","52","51.016949152542374","998","2982","7","34","4"
"75","3","7","15","4","1","7","2","22","3","26","10","60","5","488","70","250","8","160","122","51.101694915254235","991","2875","9","31","5"
"78","3","7","15","4","1","7","2","22","3","26","10","60","6","580","178","221","21","160","68","51.28813559322034","1007","2975","4","33","8"
"77","3","7","15","4","1","7","2","22","3","26","10","60","7","660","250","240","10","160","22","51.152542372881356","993","3038","9","26","10"
"76","3","7","15","4","1","7","2","22","3","26","10","60","5","435","0","250","25","160","172","51.11864406779661","973","2786","11","27","7"
"79","3","7","15","4","1","7","2","22","3","26","10","60","7","666","250","248","8","160","26","51.16949152542373","988","3032","10","26","9"
